shipment_id,origin_country,origin_city,destination_country,destination_city,actual_ship,actual_delivery,weight,weight_uq,volume,volume_uq,vessel,flight_voyage,actual_transit_days,all_modes_goal_transit_days,delay_diff_days,column1,ship_year,ship_month,ship_week,ship_dow,distance_km,leadtime_expected_days,average_distance_per_day,origin_temp_mean,origin_temp_max,origin_temp_min,origin_precip_mm,origin_rained,dest_temp_mean,dest_temp_max,dest_temp_min,dest_precip_mm,dest_rained
AF2442028400,ZA,JNB,ZW,HRE,2025-07-18,2025-07-22,1062.0,KG,1.33,M3,4 TONNER,ROAD,4,4,0,False,2025,7,29,Friday,1123,3,374.3333333333333,16.545454545454543,19.2,11.2,0.0,False,17.636363636363633,19.4,12.3,0.0,False
AF2442028401,ZA,JNB,TZ,DAR,2025-07-19,2025-07-29,621.0,KG,1.3,M3,12 TONNER,ROAD,10,10,0,False,2025,7,29,Saturday,3533,8,441.625,13.227272727272728,15.7,6.8,0.4,True,27.318181818181817,30.0,23.0,0.0,False
AF2442028402,ZA,JNB,TZ,DAR,2025-07-19,2025-07-29,765.0,KG,5.48,M3,12 TONNER,ROAD,10,10,0,False,2025,7,29,Saturday,3533,8,441.625,13.227272727272728,15.7,6.8,0.4,True,27.318181818181817,30.0,23.0,0.0,False
AF2442028402,ZA,JNB,ZM,KIW,2025-08-14,2025-08-20,352.0,KG,0.14,M3,4 TONNER,ROAD,6,6,0,False,2025,8,33,Thursday,1930,5,386.0,17.099999999999998,19.8,11.2,0.0,False,24.42727272727273,27.5,16.0,0.0,False
AF2442028404,ZA,JNB,MZ,TET,2025-07-19,2025-07-24,1740.0,KG,9.13,M3,12 TONNER,ROAD,5,5,0,False,2025,7,29,Saturday,1501,4,375.25,13.227272727272728,15.7,6.8,0.4,True,24.87272727272727,27.6,18.4,0.0,False
AF2442028405,ZA,JNB,ZM,KIW,2025-07-19,2025-07-25,1889.0,KG,8.71,M3,12 TONNER,ROAD,6,6,0,False,2025,7,29,Saturday,1930,5,386.0,13.227272727272728,15.7,6.8,0.4,True,23.13636363636364,26.5,14.7,0.0,False
AF2442028406,ZA,JNB,ZM,KIW,2025-07-19,2025-07-25,8970.0,KG,8.89,M3,12 TONNER,ROAD,6,6,0,False,2025,7,29,Saturday,1930,5,386.0,13.227272727272728,15.7,6.8,0.4,True,23.13636363636364,26.5,14.7,0.0,False
AF2442028408,ZA,JNB,TZ,DAR,2025-07-20,2025-07-30,1312.0,KG,1.06,M3,12 TONNER,ROAD,10,10,0,False,2025,7,29,Sunday,3533,8,441.625,12.78181818181818,15.4,6.6,0.0,False,26.55454545454545,28.3,23.8,1.0,True
AF2442028410,ZA,JNB,CD,FBM,2025-07-20,2025-07-27,828.0,KG,1.49,M3,1 TONNER,ROAD,7,7,0,False,2025,7,29,Sunday,2115,6,352.5,12.78181818181818,15.4,6.6,0.0,False,22.518181818181816,25.5,15.2,0.0,False
AF2442028411,ZA,JNB,CD,FBM,2025-07-20,2025-07-27,4910.0,KG,11.71,M3,4 TONNER,ROAD,7,7,0,False,2025,7,29,Sunday,2115,6,352.5,12.78181818181818,15.4,6.6,0.0,False,22.518181818181816,25.5,15.2,0.0,False
AF2442028412,ZA,JNB,ZM,KIW,2025-08-15,2025-08-21,1653.0,KG,3.3,M3,8 TONNER,ROAD,6,6,0,False,2025,8,33,Friday,1930,5,386.0,17.29090909090909,20.2,11.4,0.0,False,25.1,27.8,17.1,0.0,False
AF2442028414,ZA,JNB,CD,FBM,2025-07-21,2025-07-28,828.0,KG,1.49,M3,1 TONNER,ROAD,7,7,0,False,2025,7,30,Monday,2115,6,352.5,12.490909090909092,14.7,7.1,0.0,False,20.381818181818183,23.3,13.6,0.0,False
AF2442028414,ZA,JNB,ZM,KIW,2025-08-15,2025-08-21,103.0,KG,0.56,M3,8 TONNER,ROAD,6,6,0,False,2025,8,33,Friday,1930,5,386.0,17.29090909090909,20.2,11.4,0.0,False,25.1,27.8,17.1,0.0,False
AF2442028415,ZA,JNB,CD,FBM,2025-07-21,2025-07-28,4910.0,KG,11.71,M3,8 TONNER,ROAD,7,7,0,False,2025,7,30,Monday,2115,6,352.5,12.490909090909092,14.7,7.1,0.0,False,20.381818181818183,23.3,13.6,0.0,False
AF2442028415,ZA,JNB,ZM,KIW,2025-08-16,2025-08-22,2835.0,KG,14.64,M3,8 TONNER,ROAD,6,6,0,False,2025,8,33,Saturday,1930,5,386.0,14.672727272727274,18.6,11.4,0.7,True,25.80909090909091,29.1,16.7,0.0,False
AF2442028418,ZA,JNB,CD,FBM,2025-07-24,2025-07-31,5117.0,KG,25.04,M3,8 TONNER,ROAD,7,7,0,False,2025,7,30,Thursday,2115,6,352.5,12.790909090909093,15.3,7.4,0.5,True,19.645454545454548,23.1,11.4,0.0,False
AF2442028419,ZA,JNB,CD,FBM,2025-07-21,2025-07-28,21420.0,KG,20.14,M3,20 TONNER,ROAD,7,7,0,False,2025,7,30,Monday,2115,6,352.5,12.490909090909092,14.7,7.1,0.0,False,20.381818181818183,23.3,13.6,0.0,False
AF2442028419,ZA,JNB,ZW,HRE,2025-08-18,2025-08-22,1060.0,KG,8.34,M3,4 TONNER,ROAD,4,4,0,False,2025,8,34,Monday,1123,3,374.3333333333333,15.936363636363636,19.0,9.0,0.0,False,24.545454545454547,27.4,17.9,0.0,False
AF2442028420,ZA,JNB,TZ,DAR,2025-07-27,2025-08-06,593.0,KG,1.32,M3,8 TONNER,ROAD,10,10,0,False,2025,7,30,Sunday,3533,8,441.625,11.990909090909092,15.2,4.5,0.0,False,26.85454545454546,28.8,23.2,0.5,True
AF2442028421,ZA,JNB,ZM,KIW,2025-07-24,2025-07-30,935.0,KG,0.5,M3,8 TONNER,ROAD,6,6,0,False,2025,7,30,Thursday,1930,5,386.0,12.790909090909093,15.3,7.4,0.5,True,19.61818181818182,23.0,11.4,0.0,False
AF2442028421,ZA,JNB,ZW,HRE,2025-08-18,2025-08-22,443.0,KG,0.72,M3,4 TONNER,ROAD,4,4,0,False,2025,8,34,Monday,1123,3,374.3333333333333,15.936363636363636,19.0,9.0,0.0,False,24.545454545454547,27.4,17.9,0.0,False
AF2442028422,ZA,JNB,ZM,KIW,2025-07-24,2025-07-30,1987.0,KG,12.26,M3,8 TONNER,ROAD,6,6,0,False,2025,7,30,Thursday,1930,5,386.0,12.790909090909093,15.3,7.4,0.5,True,19.61818181818182,23.0,11.4,0.0,False
AF2442028422,ZA,JNB,ZW,HRE,2025-08-18,2025-08-22,46.0,KG,0.36,M3,4 TONNER,ROAD,4,4,0,False,2025,8,34,Monday,1123,3,374.3333333333333,15.936363636363636,19.0,9.0,0.0,False,24.545454545454547,27.4,17.9,0.0,False
AF2442028424,ZA,JNB,ZM,KIW,2025-07-24,2025-07-30,732.0,KG,1.43,M3,8 TONNER,ROAD,6,6,0,False,2025,7,30,Thursday,1930,5,386.0,12.790909090909093,15.3,7.4,0.5,True,19.61818181818182,23.0,11.4,0.0,False
AF2442028424,ZA,JNB,ZW,HRE,2025-07-24,2025-07-28,895.0,KG,5.48,M3,8 TONNER,ROAD,4,4,0,False,2025,7,30,Thursday,1123,3,374.3333333333333,12.790909090909093,15.3,7.4,0.5,True,15.045454545454549,17.7,10.8,0.0,False
AF2442028425,ZA,JNB,ZW,HRE,2025-07-24,2025-07-28,499.0,KG,0.48,M3,8 TONNER,ROAD,4,4,0,False,2025,7,30,Thursday,1123,3,374.3333333333333,12.790909090909093,15.3,7.4,0.5,True,15.045454545454549,17.7,10.8,0.0,False
AF2442028440,ZA,JNB,ZM,KIW,2025-07-26,2025-08-02,3319.0,KG,3.28,M3,8 TONNER,ROAD,7,6,1,False,2025,7,30,Saturday,1930,5,386.0,14.82727272727273,17.0,9.8,0.2,True,21.145454545454545,24.4,13.7,0.0,False
AF2442028444,ZA,JNB,TZ,DAR,2025-07-27,2025-08-06,1310.0,KG,5.71,M3,8 TONNER,ROAD,10,10,0,False,2025,7,30,Sunday,3533,8,441.625,11.990909090909092,15.2,4.5,0.0,False,26.85454545454546,28.8,23.2,0.5,True
AF2442028444,ZA,JNB,ZM,KIW,2025-07-27,2025-08-02,5712.0,KG,45.01,M3,8 TONNER,ROAD,6,6,0,False,2025,7,30,Sunday,1930,5,386.0,11.990909090909092,15.2,4.5,0.0,False,21.145454545454545,24.4,13.7,0.0,False
AF2442028444,ZA,JNB,ZW,HRE,2025-08-24,2025-08-28,720.0,KG,3.17,M3,4 TONNER,ROAD,4,4,0,False,2025,8,34,Sunday,1123,3,374.3333333333333,21.081818181818186,24.5,12.4,0.0,False,23.327272727272728,26.3,16.6,0.0,False
AF2442028446,ZA,JNB,ZM,KIW,2025-07-27,2025-08-02,15710.0,KG,9.11,M3,8 TONNER,ROAD,6,6,0,False,2025,7,30,Sunday,1930,5,386.0,11.990909090909092,15.2,4.5,0.0,False,21.145454545454545,24.4,13.7,0.0,False
AF2442028446,ZA,JNB,TZ,DAR,2025-08-23,2025-09-02,428.0,KG,1.39,M3,4 TONNER,ROAD,10,10,0,False,2025,8,34,Saturday,3533,8,441.625,19.936363636363637,22.9,13.0,0.0,False,28.42727272727273,30.8,22.9,0.0,False
AF2442028447,ZA,JNB,CD,FBM,2025-07-28,2025-08-04,15326.0,KG,42.17,M3,20 TONNER,ROAD,7,7,0,False,2025,7,31,Monday,2115,6,352.5,11.1,13.8,4.8,0.0,False,19.37272727272727,22.8,11.4,0.0,False
AF2442028447,ZA,JNB,TZ,DAR,2025-08-23,2025-09-02,1044.0,KG,1.82,M3,4 TONNER,ROAD,10,10,0,False,2025,8,34,Saturday,3533,8,441.625,19.936363636363637,22.9,13.0,0.0,False,28.42727272727273,30.8,22.9,0.0,False
AF2442028448,ZA,JNB,ZM,KIW,2025-08-24,2025-08-30,17824.0,KG,4.46,M3,4 TONNER,ROAD,6,6,0,False,2025,8,34,Sunday,1930,5,386.0,21.081818181818186,24.5,12.4,0.0,False,27.018181818181816,30.3,18.7,0.0,False
AF2442028449,ZA,JNB,ZM,KIW,2025-07-26,2025-08-01,2205.0,KG,9.66,M3,8 TONNER,ROAD,6,6,0,False,2025,7,30,Saturday,1930,5,386.0,14.82727272727273,17.0,9.8,0.2,True,21.518181818181816,24.8,13.3,0.0,False
AF2442028450,ZA,JNB,ZW,HRE,2025-07-28,2025-08-01,14560.0,KG,50.75,M3,20 TONNER,ROAD,4,4,0,False,2025,7,31,Monday,1123,3,374.3333333333333,11.1,13.8,4.8,0.0,False,19.336363636363632,22.7,12.6,0.0,False
AF2442028451,ZA,JNB,CD,FBM,2025-07-28,2025-08-04,16969.0,KG,21.7,M3,20 TONNER,ROAD,7,7,0,False,2025,7,31,Monday,2115,6,352.5,11.1,13.8,4.8,0.0,False,19.37272727272727,22.8,11.4,0.0,False
AF2442028455,ZA,JNB,ZW,HRE,2025-08-28,2025-09-01,1633.0,KG,2.05,M3,4 TONNER,ROAD,4,4,0,False,2025,8,35,Thursday,1123,3,374.3333333333333,22.936363636363637,25.7,16.4,0.0,False,26.254545454545458,29.0,20.3,0.0,False
AF2442028456,ZA,JNB,ZW,NGE,2025-08-01,2025-08-03,1879.0,KG,9.64,M3,8 TONNER,ROAD,2,2,0,False,2025,8,31,Friday,794,2,397.0,11.8,16.4,4.2,0.0,False,21.76363636363636,24.5,19.5,7.3,True
AF2442028457,ZA,JNB,ZW,NGE,2025-08-01,2025-08-03,264.0,KG,0.3,M3,8 TONNER,ROAD,2,2,0,False,2025,8,31,Friday,794,2,397.0,11.8,16.4,4.2,0.0,False,21.76363636363636,24.5,19.5,7.3,True
AF2442028461,ZA,JNB,ZM,KIW,2025-08-29,2025-09-04,5166.0,KG,21.95,M3,8 TONNER,ROAD,6,6,0,False,2025,8,35,Friday,1930,5,386.0,21.918181818181814,25.0,15.1,0.0,False,26.936363636363637,30.2,18.9,0.0,False
AF2442028462,ZA,JNB,ZM,KIW,2025-08-02,2025-08-08,2260.0,KG,7.04,M3,4 TONNER,ROAD,6,6,0,False,2025,8,31,Saturday,1930,5,386.0,11.61818181818182,14.8,4.9,0.0,False,24.44545454545454,27.8,15.5,0.0,False
AF2442028462,ZA,JNB,ZM,KIW,2025-08-28,2025-09-03,583.0,KG,0.76,M3,8 TONNER,ROAD,6,6,0,False,2025,8,35,Thursday,1930,5,386.0,22.936363636363637,25.7,16.4,0.0,False,25.418181818181814,28.4,18.1,0.0,False
AF2442028464,ZA,JNB,ZM,KIW,2025-08-02,2025-08-08,14922.0,KG,13.86,M3,4 TONNER,ROAD,6,6,0,False,2025,8,31,Saturday,1930,5,386.0,11.61818181818182,14.8,4.9,0.0,False,24.44545454545454,27.8,15.5,0.0,False
AF2442028466,ZA,JNB,TZ,DAR,2025-08-02,2025-08-12,560.0,KG,1.98,M3,4 TONNER,ROAD,10,10,0,False,2025,8,31,Saturday,3533,8,441.625,11.61818181818182,14.8,4.9,0.0,False,27.58181818181818,29.4,23.0,0.0,False
AF2442028470,ZA,JNB,TZ,DAR,2025-08-02,2025-08-12,121.0,KG,0.36,M3,4 TONNER,ROAD,10,10,0,False,2025,8,31,Saturday,3533,8,441.625,11.61818181818182,14.8,4.9,0.0,False,27.58181818181818,29.4,23.0,0.0,False
AF2442028471,ZA,JNB,TZ,MWZ,2025-08-02,2025-08-12,680.0,KG,1.39,M3,4 TONNER,ROAD,10,10,0,False,2025,8,31,Saturday,3610,8,451.25,11.61818181818182,14.8,4.9,0.0,False,24.73636363636364,27.0,20.8,0.5,True
AF2442028478,ZA,JNB,ZW,HRE,2025-08-31,2025-09-04,1650.0,KG,1.96,M3,4 TONNER,ROAD,4,4,0,False,2025,8,35,Sunday,1123,3,374.3333333333333,24.0,26.6,17.6,0.0,False,27.09090909090909,29.9,20.9,0.0,False
AF2442028484,ZA,JNB,ZW,NGE,2025-09-01,2025-09-03,1689.0,KG,10.06,M3,4 TONNER,ROAD,2,2,0,False,2025,9,36,Monday,794,2,397.0,25.227272727272727,27.7,19.5,0.0,False,20.390909090909087,22.3,18.3,5.8999999999999995,True
AF2442028484,ZA,JNB,ZW,HRE,2025-09-01,2025-09-05,1059.0,KG,1.16,M3,4 TONNER,ROAD,4,4,0,False,2025,9,36,Monday,1123,3,374.3333333333333,25.227272727272727,27.7,19.5,0.0,False,25.42727272727273,28.0,19.8,0.0,False
AF2442028488,ZA,JNB,ZM,KIW,2025-09-01,2025-09-07,2358.0,KG,6.54,M3,4 TONNER,ROAD,6,6,0,False,2025,9,36,Monday,1930,5,386.0,25.227272727272727,27.7,19.5,0.0,False,28.61818181818182,31.7,20.6,0.0,False
AF2442028490,ZA,JNB,ZM,KIW,2025-09-01,2025-09-07,785.0,KG,0.66,M3,4 TONNER,ROAD,6,6,0,False,2025,9,36,Monday,1930,5,386.0,25.227272727272727,27.7,19.5,0.0,False,28.61818181818182,31.7,20.6,0.0,False
AF2442028495,ZA,JNB,ZW,HRE,2025-08-10,2025-08-14,227.0,KG,2.03,M3,8 TONNER,ROAD,4,4,0,False,2025,8,32,Sunday,1123,3,374.3333333333333,14.563636363636364,18.7,8.8,0.0,False,20.036363636363635,22.6,13.7,0.0,False
AF2442028497,ZA,JNB,ZW,HRE,2025-08-10,2025-08-14,290.0,KG,0.12,M3,8 TONNER,ROAD,4,4,0,False,2025,8,32,Sunday,1123,3,374.3333333333333,14.563636363636364,18.7,8.8,0.0,False,20.036363636363635,22.6,13.7,0.0,False
AF2442028541,ZA,JNB,ZW,HRE,2025-09-15,2025-09-19,4150.0,KG,15.9,M3,8 TONNER,ROAD,4,4,0,False,2025,9,38,Monday,1123,3,374.3333333333333,21.327272727272728,23.9,15.1,0.0,False,27.16363636363636,29.6,22.3,0.0,False
AF2442028542,ZA,JNB,ZW,HRE,2025-09-15,2025-09-19,497.0,KG,0.68,M3,8 TONNER,ROAD,4,4,0,False,2025,9,38,Monday,1123,3,374.3333333333333,21.327272727272728,23.9,15.1,0.0,False,27.16363636363636,29.6,22.3,0.0,False
AF2442028548,ZA,JNB,ZW,SGW,2025-09-19,2025-09-23,1.0,KG,0.0,M3,4 TONNER,ROAD,4,4,0,False,2025,9,38,Friday,958,3,319.3333333333333,24.263636363636365,27.0,16.3,0.0,False,10.672727272727272,11.4,9.7,0.4,True
AF2442028549,ZA,JNB,ZW,SGW,2025-09-19,2025-09-23,1087.0,KG,1.34,M3,4 TONNER,ROAD,4,4,0,False,2025,9,38,Friday,958,3,319.3333333333333,24.263636363636365,27.0,16.3,0.0,False,10.672727272727272,11.4,9.7,0.4,True
AF2442029642,ZA,JNB,ZM,LUN,2024-07-26,2024-07-31,5004.0,KG,3.0,M3,8 TONNER,ROAD,5,5,0,False,2024,7,30,Friday,1571,4,392.75,14.681818181818183,18.2,6.8,0.0,False,24.027272727272727,27.1,17.2,0.0,False
AF2442029672,ZA,JNB,ZM,LUN,2024-07-26,2024-07-31,8939.0,KG,4.0,M3,12 TONNER,ROAD,5,5,0,False,2024,7,30,Friday,1571,4,392.75,14.681818181818183,18.2,6.8,0.0,False,24.027272727272727,27.1,17.2,0.0,False
AF2442029717,ZA,JNB,ZM,KIW,2024-08-15,2024-08-21,353.0,KG,1.0,M3,4 TONNER,ROAD,6,6,0,False,2024,8,33,Thursday,1930,5,386.0,16.845454545454544,20.9,8.0,0.0,False,24.318181818181813,27.0,17.2,0.0,False
AF2442029744,ZA,JNB,ZM,KIW,2024-08-15,2024-08-21,1844.0,KG,2.0,M3,4 TONNER,ROAD,6,6,0,False,2024,8,33,Thursday,1930,5,386.0,16.845454545454544,20.9,8.0,0.0,False,24.318181818181813,27.0,17.2,0.0,False
AF2442029748,ZA,JNB,ZM,LUN,2024-08-21,2024-08-28,2413.0,KG,3.0,M3,4 TONNER,ROAD,7,5,2,False,2024,8,34,Wednesday,1571,4,392.75,21.21818181818182,24.5,13.7,0.0,False,27.53636363636364,30.3,22.0,0.0,False
AF2442029760,ZA,JNB,ZM,LUN,2024-08-21,2024-08-26,82.0,KG,1.0,M3,1 TONNER,ROAD,5,5,0,False,2024,8,34,Wednesday,1571,4,392.75,21.21818181818182,24.5,13.7,0.0,False,23.981818181818184,27.0,17.8,0.0,False
AF2442029764,ZA,JNB,ZM,KIW,2024-08-30,2024-09-05,2669.0,KG,1.0,M3,12 TONNER,ROAD,6,6,0,False,2024,8,35,Friday,1930,5,386.0,14.445454545454544,17.7,8.4,0.0,False,24.6,28.1,16.5,0.0,False
AF2442029791,ZA,JNB,ZM,KIW,2024-08-30,2024-09-05,2250.0,KG,2.0,M3,12 TONNER,ROAD,6,6,0,False,2024,8,35,Friday,1930,5,386.0,14.445454545454544,17.7,8.4,0.0,False,24.6,28.1,16.5,0.0,False
AF2442029816,ZA,JNB,ZM,KIW,2024-09-13,2024-09-19,1121.0,KG,1.0,M3,8 TONNER,ROAD,6,6,0,False,2024,9,37,Friday,1930,5,386.0,26.0,29.4,19.4,0.0,False,30.363636363636363,33.9,22.6,0.0,False
AF2442029828,ZA,JNB,ZM,KIW,2024-09-13,2024-09-19,4033.0,KG,3.0,M3,8 TONNER,ROAD,6,6,0,False,2024,9,37,Friday,1930,5,386.0,26.0,29.4,19.4,0.0,False,30.363636363636363,33.9,22.6,0.0,False
AF2442029848,ZA,JNB,ZM,KIW,2024-09-18,2024-09-24,10085.0,KG,8.0,M3,12 TONNER,ROAD,6,6,0,False,2024,9,38,Wednesday,1930,5,386.0,22.918181818181814,26.1,16.4,0.0,False,27.20909090909091,30.6,19.5,0.0,False
AF24OI002406,ZM,LUN,ZA,JNB,2025-03-27,2025-04-01,4512.28,KG,0.0,M3,4 TONNER,ROAD,5,5,0,False,2025,3,13,Thursday,1571,4,392.75,25.245454545454542,27.6,20.6,0.0,False,18.245454545454542,20.9,15.3,5.1,True
AF24OI002415,CD,FBM,ZA,JNB,2025-04-03,2025-04-10,865.0,KG,0.0,M3,1 TONNER,ROAD,7,7,0,False,2025,4,14,Thursday,2115,6,352.5,24.345454545454547,26.9,19.5,0.6,True,17.745454545454546,20.4,12.8,0.0,False
AF24OI002416,ZM,LUN,ZA,JNB,2025-04-03,2025-04-08,440.0,KG,0.0,M3,1 TONNER,ROAD,5,5,0,False,2025,4,14,Thursday,1571,4,392.75,25.42727272727273,27.5,21.4,0.7,True,19.354545454545455,21.4,16.7,0.7,True
AF24OI002426,ZW,HRE,ZA,JNB,2025-04-14,2025-04-18,1327.0,KG,0.0,M3,4 TONNER,ROAD,4,4,0,False,2025,4,16,Monday,1123,3,374.3333333333333,22.654545454545456,24.9,18.9,1.4,True,13.590909090909092,15.2,11.2,2.7,True
AF24OI002429,ZM,LUN,ZA,JNB,2025-04-25,2025-04-30,10248.91,KG,0.0,M3,8 TONNER,ROAD,5,5,0,False,2025,4,17,Friday,1571,4,392.75,23.4,25.8,18.2,0.0,False,17.827272727272728,20.0,13.1,0.0,False
AF24OI002444,ZM,LUN,ZA,JNB,2025-04-26,2025-05-01,2803.0,KG,0.0,M3,4 TONNER,ROAD,5,5,0,False,2025,4,17,Saturday,1571,4,392.75,23.845454545454547,26.3,18.9,0.2,True,16.963636363636365,18.9,12.9,1.6,True
AF24OI002446,ZW,HRE,ZA,JNB,2025-05-11,2025-05-15,388.0,KG,0.0,M3,1 TONNER,ROAD,4,4,0,False,2025,5,19,Sunday,1123,3,374.3333333333333,24.018181818181816,26.5,19.3,0.0,False,16.645454545454548,19.4,10.8,0.0,False
AF24OI002474,CD,FBM,ZA,JNB,2025-06-05,2025-06-12,1283.0,KG,0.0,M3,4 TONNER,ROAD,7,7,0,False,2025,6,23,Thursday,2115,6,352.5,22.645454545454548,25.7,15.9,0.0,False,10.790909090909093,13.6,4.8,0.0,False
AF24OI002474,CD,FBM,ZA,JNB,2025-06-05,2025-06-12,1187.0,KG,0.0,M3,4 TONNER,ROAD,7,7,0,False,2025,6,23,Thursday,2115,6,352.5,22.645454545454548,25.7,15.9,0.0,False,10.790909090909093,13.6,4.8,0.0,False
AF24OI002491,ZM,LUN,ZA,JNB,2025-03-08,2025-03-13,3076.54,KG,0.0,M3,4 TONNER,ROAD,5,5,0,False,2025,3,10,Saturday,1571,4,392.75,24.46363636363636,26.6,20.9,4.999999999999999,True,18.736363636363635,20.3,15.8,9.6,True
AF24OI002496,ZM,LUN,ZA,JNB,2025-06-15,2025-06-20,12170.0,KG,0.0,M3,12 TONNER,ROAD,5,5,0,False,2025,6,24,Sunday,1571,4,392.75,17.490909090909092,20.0,12.4,0.0,False,15.672727272727274,17.9,10.2,0.0,False
AF24OI002500,TZ,MWZ,ZA,JNB,2025-06-20,2025-06-30,589.0,KG,0.0,M3,1 TONNER,ROAD,10,10,0,False,2025,6,25,Friday,3610,8,451.25,22.11818181818182,23.2,20.6,12.1,True,11.88181818181818,14.5,6.0,0.0,False
AF24OI002510,ZM,LUN,ZA,JNB,2025-06-26,2025-07-01,1350.0,KG,0.0,M3,4 TONNER,ROAD,5,5,0,False,2025,6,26,Thursday,1571,4,392.75,23.536363636363635,27.0,15.9,0.0,False,11.454545454545457,14.0,5.6,0.0,False
AF24OI002515,TZ,DAR,ZA,JNB,2025-06-29,2025-07-12,4156.0,KG,0.0,M3,4 TONNER,ROAD,13,10,3,False,2025,6,26,Sunday,3533,8,441.625,27.281818181818185,29.2,23.2,1.9,True,15.199999999999996,18.0,7.5,0.0,False
AF24OI002522,,WDH,ZA,JNB,2025-07-07,2025-07-12,682.9,KG,0.0,M3,1 TONNER,ROAD,5,4,1,False,2025,7,28,Monday,1378,3,459.3333333333333,15.21818181818182,19.3,6.0,0.0,False,15.199999999999996,18.0,7.5,0.0,False
AF24OI002527,CD,FBM,ZA,JNB,2025-07-14,2025-07-21,1054.0,KG,0.0,M3,1 TONNER,ROAD,7,7,0,False,2025,7,29,Monday,2115,6,352.5,22.154545454545453,25.4,14.1,0.0,False,12.490909090909092,14.7,7.1,0.0,False
AF24OI002529,ZM,LUN,ZA,JNB,2025-07-19,2025-07-25,190.0,KG,0.0,M3,12 TONNER,ROAD,6,5,1,False,2025,7,29,Saturday,1571,4,392.75,20.21818181818182,22.8,15.3,0.0,False,13.436363636363636,16.2,8.7,0.1,True
AF24OI002589,LS,MSU,ZA,JNB,2025-10-05,2025-10-06,15.0,KG,0.1,M3,1 TONNER,ROAD,1,1,0,False,2025,10,40,Sunday,410,1,410.0,18.045454545454543,21.9,14.4,6.0,True,20.9,24.1,16.0,0.0,False
SP2442000044,ZA,JNB,CD,FBM,2025-03-29,2025-04-05,6600.0,KG,27.539,M3,8 TONNER,ROAD,7,7,0,False,2025,3,13,Saturday,2115,6,352.5,19.663636363636364,21.6,14.6,1.1,True,24.127272727272725,26.4,19.2,0.2,True
